,AS51 Index,,BHP AT Equity,,,,,CSL AT Equity,,,,,RIO AT Equity,,,,,CBA AT Equity,,,,,WOW AT Equity,,,,,WES AT Equity,,,,,TLS AT Equity,,,,,AMC AT Equity,,,,,BXB AT Equity,,,,,FPH AT Equity,,,,
15/8/17,0.4812,5757.483,-0.1559,25.61,25.6813,4958017,128884.9065,0.6888,127.18,127.6961,495570,57607.9314,-0.9461,62.82,63.0245,2116396,102462.8474,-0.0738,81.25,81.4996,2846024,140551.7881,0.7063,27.09,27.0641,2238650,35065.7424,1.0944,29.8866,29.8078,1792428,47133.7389,1.6787,4.24,4.2194,32570251,50427.5829,0.8992,15.71,15.7546,1552136,18194.3994,0.1029,9.73,9.7343,2117520,15465.5146,0.8646,10.5,10.4959,146716,5979.3004
16/8/17,0.9038,5785.102,0.2343,25.67,25.5784,5751154,129507.658,-1.5018,125.27,123.0283,2156174,56742.7706,-0.1114,62.75,62.6298,1438875,103451.9384,2.3086,79.84,79.0734,4991112,138112.674,0.1846,27.14,27.1167,2242437,35130.4633,0.433,30.016,29.8585,2110251,47337.8301,2.1226,4.33,4.3003,52325875,51497.9797,1.2731,15.91,15.8553,2270957,18426.0277,-0.3083,9.7,9.6967,3542004,15417.8739,0,10.5,10.4681,415005,5979.3004
17/8/17,-0.0914,5779.207,0.9739,25.92,25.9508,7381221,130077.0161,1.381,127,127.2083,1943164,57526.3979,1.3705,63.61,63.8379,2382245,103167.7923,-0.3632,79.55,79.716,3543830,137611.0122,-0.6264,26.97,27.055,2458230,34910.4125,0.2874,30.1023,30.3245,4180529,47473.8909,-10.6236,3.87,3.9348,183226337,46027.0627,1.0057,16.07,16.0462,2977493,18611.3303,1.4433,9.84,9.8236,3529922,15640.3999,0.6667,10.57,10.5858,311110,6019.5124
18/8/17,-0.5518,5747.112,-2.0448,25.39,25.4394,8019970,127797.6765,1.2677,128.61,128.3773,1360173,58255.6696,-0.6603,63.19,63.0213,1428991,102663.3731,-0.5783,79.09,78.9032,3307759,136815.2729,0.1854,27.02,27.017,2059020,34975.1333,0.9076,30.3755,30.2632,2854402,47904.7502,0.7752,3.9,3.8725,74369136,46383.8616,0.6845,16.18,16.1117,3023322,18738.7258,-0.813,9.76,9.7438,4038067,15513.2422,0.473,10.62,10.5926,249846,6048.0261
21/8/17,-0.3676,5725.853,1.221,25.7,25.5849,9822311,129449.0679,-1.5084,126.67,126.9519,919915,57376.9199,1.5192,64.15,64.0448,1448462,103846.2439,-0.8598,78.41,78.1161,4785442,135638.9625,-0.3331,26.93,26.917,1509782,34858.6358,0.8284,30.6271,30.565,3258313,48301.5943,-0.7692,3.87,3.8698,42343537,46027.0627,-1.1125,16,16.014,3743757,18530.2604,-1.332,9.63,9.6597,6137518,15306.6109,0.1883,10.64,10.616,205686,6059.416
22/8/17,0.5626,5750.124,1.0895,25.98,25.9986,8807435,131255.4488,1.0894,128.05,127.6683,652010,58002.0099,0.9665,64.77,64.7796,1414384,105854.8075,0.3188,78.66,78.4058,2779226,136071.4295,0.4827,27.06,27.0518,1605692,35026.9099,1.0899,29.7285,29.7194,3755578,46884.294,-0.2584,3.86,3.8543,31896088,45908.1297,0.75,16.12,16.1005,6284793,18669.2374,0.1038,9.64,9.6482,4764028,15322.5056,0.8459,10.73,10.7195,187889,6110.6705
23/8/17,-0.1559,5737.159,0.2309,26.04,26.1763,11602231,131918.3295,0.2187,128.33,128.3509,994757,58128.8397,0.3088,64.97,64.9564,2175786,107449.365,-0.5721,78.21,78.4244,3888666,135292.9889,-0.4435,26.94,27.1282,5918000,34871.58,0.4111,29.8507,29.8414,2468010,47077.0468,1.2953,3.91,3.8879,38996653,46502.7946,-0.9926,15.96,15.8606,5691904,18483.9348,-2.0747,9.44,9.5076,5382868,15004.6113,-0.7456,10.65,10.6529,206459,6065.1679
24/8/17,0.2169,5745.476,2.1505,26.6,26.4894,11298728,133866.2849,-0.2571,128,128.3037,809335,57979.3617,3.063,66.96,66.4877,2777129,108829.4864,-0.8439,77.55,77.5509,4899752,134151.2759,-3.415,26.02,26.1172,8931606,33680.7168,1.5173,30.3036,30.2031,3271347,47791.3662,0.7673,3.94,3.923,31316811,46859.5935,0.4386,16.03,15.9859,4485690,18565.0047,-0.8475,9.36,9.3681,5993332,14877.4536,-0.4695,10.6,10.6174,280897,6036.7191
25/8/17,-0.0191,5743.861,0.3008,26.68,26.6304,12772594,134939.0998,0.4297,128.55,128.1474,1539653,58228.4917,0.5526,67.33,67.235,2794872,109530.4048,0.2192,77.72,77.3955,4825992,134607.6021,0.2306,26.08,26.0103,5014466,33758.3818,-0.4745,30.1598,30.1887,2720334,47564.5982,-0.5076,3.92,3.9142,33531848,46621.7276,0.4991,16.11,16.102,2552352,18657.656,-0.2137,9.34,9.3254,9456196,14845.6641,-0.566,10.54,10.5594,373225,6002.549
28/8/17,-0.5607,5709.892,0.7871,26.89,26.8181,6641659,135613.5549,-0.2723,128.2,128.2633,590662,58069.9544,-1.2327,66.5,66.49,1093357,109178.3251,-1.3381,76.68,76.7458,4353930,132806.3681,-0.9202,25.84,25.8372,2793356,33447.7218,-1.0965,29.8291,29.8612,2130945,47043.0316,-1.0204,3.88,3.8927,26462673,46145.9957,-0.9932,15.95,15.9751,1953845,18472.3534,-0.4283,9.3,9.2862,3298923,14782.0853,-0.6641,10.47,10.4663,250060,5963.0037
29/8/17,-0.6988,5669.012,-0.0744,26.87,26.7756,7095514,135927.0441,-1.053,126.85,126.7191,925253,57458.4533,0.1504,66.6,66.2849,1482491,109217.934,-1.2389,75.73,75.6196,5740096,131161.0101,-1.0836,25.56,25.5962,3555827,33085.2852,0,29.8291,29.7801,2130650,47043.0316,-1.0309,3.84,3.8461,41697646,45670.2638,-0.6897,15.84,15.7976,2694918,18344.9578,-0.4301,9.26,9.2766,3838810,14718.5064,-0.2865,10.44,10.4396,186579,5946.2833
30/8/17,0.2009,5669.721,0.2977,26.95,26.9946,7001252,136840.2101,-0.0079,126.84,127.0518,657916,57453.9237,0.1502,66.7,66.5651,1297808,110339.3259,-0.4754,75.37,75.374,4795687,130537.506,0.2347,25.62,25.6881,2932181,33162.9502,1.3497,30.2317,30.1958,1963369,47677.9822,-0.4836,3.6,3.5912,62804967,42815.8723,1.2626,16.04,16.0185,3551999,18576.5861,0.432,9.3,9.3006,4730425,14782.0853,1.0536,10.55,10.5077,230861,6009.5713
31/8/17,0.8052,5714.522,1.5955,27.38,27.3761,9570048,138654.5735,1.3245,128.52,128.333,1041477,58214.9028,1.7091,67.84,67.7249,2505644,111792.5894,0.5705,75.8,75.751,4751356,131282.247,1.4832,26,25.8751,4338147,33654.8285,1.3555,30.6415,30.5382,2778307,48324.2711,1.9444,3.67,3.6249,65749418,43648.4031,0.4364,16.11,16.1153,3351102,18657.656,0.1075,9.31,9.3054,4654008,14797.98,1.4218,10.7,10.659,332906,6097.0187
1/9/17,0.2552,5724.592,0.1461,27.42,27.37,5767173,139000.6212,1.9219,130.99,130.728,845721,59333.7233,0.6486,68.28,68.1231,1849825,112171.5401,-0.4222,75.48,75.517,4684590,130728.0211,-0.8077,25.79,25.8287,1198260,33383.001,-0.4223,30.5121,30.5165,938842,48120.1799,0,3.67,3.6678,29577821,43648.4031,0.3724,16.17,16.1386,2589231,18727.1444,0.4296,9.35,9.3723,5606060,14861.5633,1.8692,10.9,10.8432,337534,6212.4582
4/9/17,-0.3623,5702.002,0.2188,27.48,27.5005,4966921,139265.9284,-0.4046,130.46,130.7228,344692,59093.6525,-0.8787,67.68,67.9444,959229,111377.2019,-1.4176,74.41,74.4477,3810853,128874.8285,-0.1939,25.74,25.662,1395841,33318.2802,-0.3299,30.4115,30.3489,1361088,47961.4422,0,3.67,3.6684,21530291,43648.4031,-1.0783,15.7,15.7125,1666627,18182.818,-0.107,9.34,9.348,2642905,14845.6686,-0.0917,10.89,10.872,189903,6207.7128
5/9/17,0.1237,5706.233,0.5095,27.62,27.6034,4779024,139703.1104,0.3219,130.88,130.4335,509959,59283.8973,0.6501,68.12,67.8097,1098554,110836.6491,0.2419,74.59,74.2342,5131918,129186.5805,0.4274,25.85,25.7338,1473880,33460.666,0.3546,30.5193,30.4471,1683223,48131.5183,-0.2725,3.66,3.6608,19323461,43529.4701,0,15.7,15.6627,2069860,18182.818,-0.6424,9.28,9.292,2432147,14750.4608,0.0918,10.9,10.8963,433162,6213.9084
6/9/17,-0.2069,5689.73,0.3983,27.73,27.603,6707770,140198.0885,1.0697,132.28,132.1805,1103882,59918.0466,0.1908,68.25,68.0223,1619184,111115.7381,-1.1932,73.7,73.7487,3618617,127645.1399,-0.3482,25.76,25.7776,2054585,33344.1685,-0.4711,30.3755,30.3307,1663693,47904.7502,-1.0929,3.62,3.64,18401323,43053.7382,-1.1465,15.52,15.5124,2768376,17974.3526,-0.1078,9.27,9.1929,4522506,14734.5659,1.4679,11.06,11.012,262307,6305.4002
7/9/17,0.256,5689.882,1.3162,27.33,27.3927,17323104,137883.9149,-1.0054,130.95,130.9749,657120,59315.6048,0.7326,68.75,68.9059,1603492,111471.3125,0.3799,73.98,74.0681,3214877,128130.0875,0.9871,25.3,25.4067,3642829,32748.7369,-0.6154,30.1886,30.2337,1875758,47609.9518,2.7624,3.72,3.7061,44320263,44243.068,1.2242,15.71,15.6955,3375536,18194.3994,-0.7551,9.2,9.206,3897432,14623.3016,1.9892,11.28,11.2377,748784,6431.0921
8/9/17,-0.2738,5672.617,-0.1464,27.29,27.3339,5573253,136091.047,0.2367,131.26,131.3358,527481,59456.0235,-0.3636,68.5,68.8673,1512328,109192.3558,-1.0003,73.24,73.4466,3349581,126848.4402,0.1186,25.33,25.3174,1508259,32787.5694,0.3572,30.2964,30.1888,1356562,47780.0278,-0.5376,3.7,3.7018,15959805,44005.2021,-1.655,15.45,15.4847,4225196,17893.2827,-0.5435,9.15,9.1628,2614225,14543.8272,1.3298,11.43,11.3459,627707,6516.9247
11/9/17,0.7554,5713.149,-1.7955,26.8,26.7286,7236997,135260.1438,0.9523,132.51,132.5227,954011,60022.2282,-1.4161,67.53,67.3022,1767821,110750.6418,1.3927,74.26,74.1349,2813596,128615.0351,0.1184,25.36,25.352,3024223,32826.4019,0.7119,30.5121,30.5213,1591244,48120.1799,0.5405,3.72,3.7176,13896250,44243.068,0.712,15.56,15.5803,2352986,18020.6783,0.5464,9.2,9.2124,2722466,14623.3016,1.0499,11.55,11.5179,313536,6585.4007
12/9/17,0.6194,5746.441,1.194,27.12,27.1636,5589837,137300.6043,0.752,132.61,132.5011,634532,59970.3451,1.8806,68.8,68.6963,1107550,112167.3763,2.2354,75.92,75.5142,4825830,131490.0817,-0.5915,25.21,25.202,2702486,32632.2395,0.1178,30.5481,30.5526,1335141,48176.8719,-0.8065,3.69,3.7011,20892244,43886.2691,0.6427,15.66,15.6781,5228129,18136.4924,-0.7609,9.13,9.1606,2780315,14512.0374,0.5195,11.61,11.5344,920649,6619.6682
13/9/17,-0.0158,5744.256,0.9587,27.38,27.4388,7223132,137201.0434,-0.2413,132.29,132.7432,413511,59825.6312,1.061,69.53,69.6955,1701333,111135.8769,0.8298,76.55,76.5988,2788007,132581.2138,0.833,25.42,25.4318,2708370,32904.0669,-0.9649,30.2533,30.3512,1614687,47711.9974,-1.897,3.62,3.635,33903747,43053.7382,0.0639,15.67,15.6875,5475154,18148.0738,-0.5077,8.92,8.9938,7143961,14178.2446,1.3781,11.77,11.7501,564605,6711.1141
14/9/17,-0.0416,5738.678,-1.7896,26.89,26.9037,7408622,134632.5512,-0.7862,131.25,131.3294,637928,59355.311,-1.654,68.38,68.505,1624410,108889.0576,0.2613,76.75,76.7747,2968713,132927.605,-0.118,25.39,25.3847,2121675,32865.2344,-0.9268,29.9729,29.9897,2565879,47269.7997,0.8287,3.65,3.6365,24533115,43410.5372,0.6382,15.77,15.7165,1685171,18263.8879,1.1211,9.02,9.0099,3337168,14337.1936,-0.4248,11.72,11.7298,785307,6682.7107
15/9/17,-0.7607,5695.023,-2.3429,26.26,26.3356,10727275,131982.7731,-0.221,130.96,130.8257,980368,59224.164,-2.296,66.81,66.9851,2071994,107913.2899,-0.6124,76.28,76.2766,3774238,132113.5858,0,25.39,25.3786,3633229,32865.2344,-0.6237,29.786,29.7618,3370146,46975.0012,0,3.65,3.6435,24130757,43410.5372,-1.0146,15.61,15.6197,5201959,18078.5853,-0.5543,8.97,8.9881,4213954,14258.106,-1.1092,11.59,11.6282,258512,6609.6256
18/9/17,0.4491,5720.599,0.0762,26.28,26.2923,5856960,132089.3045,0.3818,131.46,131.5187,671670,59450.2795,-0.2095,66.67,66.6114,1553465,108914.067,0.5375,76.69,76.7827,2991037,132823.6876,-0.3939,25.29,25.3582,1578522,32735.7928,-0.4586,29.6494,29.6906,1691587,46759.5716,-1.0959,3.61,3.6178,18417009,42934.8053,0.3844,15.67,15.6882,1875974,18148.0738,0.223,8.99,9.002,3219760,14289.8967,-4.3141,11.09,11.2819,875135,6325.741
19/9/17,-0.1115,5713.577,0.0761,26.3,26.4591,6484434,132294.4921,-0.388,130.95,131.0031,451810,59219.6417,0.33,66.89,67.0675,1673554,108950.6628,-0.5346,76.28,76.6089,2185898,132113.5858,-0.435,25.18,25.1794,1756130,32593.407,-0.2425,29.5775,29.5929,1190882,46646.1876,1.108,3.65,3.6341,21468236,43410.5372,0.4467,15.74,15.7486,2090733,18229.1437,0.1112,9,9.018,5406864,14305.792,0,11.09,11.0741,482138,6326.2832
20/9/17,-0.0647,5709.091,-0.4183,26.19,26.173,5680378,132131.6311,2.1382,133.75,133.374,968566,60485.8884,-1.2408,66.06,66.2259,2346967,108144.4652,0.0131,76.29,76.1088,1621577,132130.9053,0.3971,25.28,25.2472,1380215,32722.8486,0.2917,29.6637,29.599,1100037,46782.2484,-1.3699,3.6,3.6112,22084455,42815.8723,-0.2541,15.7,15.6468,2250652,18182.818,4.3333,9.39,9.3042,12728118,14925.7096,2.1641,11.33,11.2228,297693,6463.3376
21/9/17,-0.9192,5655.42,-0.7637,25.99,26.0794,7023003,132036.8744,-0.7028,132.81,133.279,863723,60060.7913,-0.8477,65.5,65.7964,2321591,108338.3281,-0.2884,76.07,76.217,4104401,131749.875,0.0791,25.3,25.1606,2734612,32748.7369,-0.7998,29.4265,29.442,2333368,46408.0811,-1.3889,3.55,3.5618,32916610,42221.2074,-2.293,15.34,15.4981,3307875,17765.8872,-1.8104,9.22,9.2361,6034793,14655.4891,0.2648,11.36,11.3274,999076,6480.6573
22/9/17,0.4724,5682.137,-0.1539,25.95,26.0218,7525533,131616.6393,0.2033,133.08,132.9423,366800,60182.8936,0.7176,65.97,66.1967,5555723,108760.0531,0.723,76.62,76.6937,2170239,132702.4507,0.1976,25.35,25.2492,2105231,32813.4578,0.6841,29.6278,29.5528,1160974,46725.5564,0.8451,3.58,3.582,21906144,42578.0063,-0.0652,15.33,15.2762,2350576,17754.3058,-2.603,8.98,8.9975,8517434,14274.0013,1.8486,11.57,11.5107,394587,6600.567
25/9/17,0.0315,5683.73,0.1156,25.98,26.0108,8305691,130984.2606,0.5861,133.86,133.8134,369256,60535.6338,0.0606,66.01,66.2388,4054957,107028.3185,-1.0572,75.81,76.2221,2003512,131299.5665,-0.6312,25.19,25.1712,3985882,32606.3511,-0.3397,29.5271,29.5088,1053006,46566.8187,-0.838,3.55,3.561,23002162,42221.2074,0,15.33,15.3328,2092163,17754.3058,-0.6682,8.92,8.9444,6408788,14184.087,-0.4322,11.52,11.5462,337312,6572.229
26/9/17,-0.2208,5670.983,-0.7313,25.79,25.8252,9137133,130303.7213,-0.9936,132.53,133.1176,627659,59934.1666,-0.2424,65.85,65.7865,1910615,106986.8539,-0.9366,75.1,75.3616,2552948,130069.878,0.4367,25.3,25.2253,3947755,32748.7369,0.3409,29.6278,29.5908,1273185,46725.5564,-0.5634,3.53,3.5203,29928796,41983.3414,-0.3262,15.28,15.3012,1760691,17696.3987,1.009,9.01,9.0143,6091136,14327.2,0.1736,11.54,11.5035,1078103,6583.7798
27/9/17,-0.1168,5664.283,0.1551,25.83,25.7612,7851741,130204.1145,-0.0755,132.43,132.5387,526614,59888.9435,1.4427,66.8,66.5561,2081455,107527.6327,-0.3329,74.85,74.8486,2688235,129636.889,-0.2767,25.23,25.2503,2296006,32658.1278,-0.4125,29.5056,29.5597,1301421,46532.8035,-1.4164,3.48,3.472,39494207,41388.6765,-0.0654,15.27,15.2718,1704345,17684.8173,-0.111,9,9.0048,3480769,14315.6551,0.7799,11.63,11.6307,403867,6635.2553
28/9/17,0.115,5670.385,-0.9679,25.58,25.655,13723868,129377.5453,1.1402,133.94,133.6504,664220,60571.8122,-1.991,65.47,65.8083,2669856,107188.8064,0.3607,75.12,75.0767,2961838,130104.5171,-0.5153,25.1,25.1148,2033113,32489.8536,-0.8772,29.2468,29.3207,2288893,46124.621,0,3.48,3.4858,38516751,41388.6765,0.5239,15.35,15.3846,2809339,17777.4686,0.7778,9.07,9.0469,5792999,14427.3437,0.258,11.66,11.6524,886979,6652.4522
29/9/17,0.198,5681.61,0.7819,25.78,25.8263,11050749,130226.0214,0.0149,133.96,133.8299,1575940,60580.8569,1.6191,66.53,66.4246,4416411,108721.5514,0.1731,75.25,75.1065,4989845,131892.7969,0.4382,25.21,25.1836,3200895,32632.2395,1.5978,29.7141,29.6024,2619935,46861.6172,0.2874,3.49,3.4853,31496439,41507.6095,-0.9121,15.21,15.2321,2454563,17615.3288,-0.7718,9,9.0114,4831895,14316.2485,0.5146,11.72,11.7332,516376,6686.6844
2/10/17,0.8399,5729.33,1.3189,26.12,26.1168,4121745,131781.6248,0.6868,134.88,135.1735,486164,60996.9093,2.2095,68,67.875,1199784,110547.6874,1.4485,76.34,76.2622,2338695,133803.2706,-0.1983,25.16,25.2144,1069743,32567.5186,-0.0726,29.6925,29.782,1260408,46827.602,-0.8596,3.46,3.4753,16822610,41150.8106,0.526,15.29,15.3065,1221494,17707.9801,0,9,9.0338,3407065,14316.2485,-0.5973,11.65,11.7049,215694,6646.7468
3/10/17,-0.4855,5701.442,0.1149,26.15,26.1036,4162115,132049.679,-0.2743,134.51,134.5247,521604,60829.5839,0.7206,68.49,68.3528,1224912,111436.4022,-1.5457,75.16,75.7928,3317515,131735.0514,-0.6359,25,24.9866,2250012,32360.412,-0.2179,29.6278,29.5582,1677623,46725.5564,0.289,3.47,3.4656,30488533,41269.7436,-0.9156,15.15,15.1727,1445820,17545.8403,-0.4444,8.96,8.9876,4537270,14252.768,-0.0858,11.64,11.6021,293472,6641.2918
4/10/17,-0.8662,5652.058,-0.5736,26,26.0791,6157438,131945.9639,-0.907,133.29,133.828,625776,60277.8621,-1.5477,67.43,67.5226,1696801,111377.8426,0.3193,75.4,75.1649,3880298,132155.7061,-1.84,24.54,24.5815,3252886,31764.9804,-0.7522,29.4049,29.4429,1438683,46374.0659,-1.1527,3.43,3.4463,29223419,40794.0116,-0.9241,15.01,15.0306,1698561,17383.7006,-0.3348,8.93,8.9497,3441677,14205.0467,-0.6873,11.56,11.5817,722380,6595.6472
5/10/17,-0.0009,5651.766,0.3462,26.09,26.1605,4621759,132556.5979,-0.03,133.25,133.6238,396546,60259.7729,0.8305,67.99,68.3027,1704972,112740.7642,-0.1061,75.32,75.3037,1854762,132015.4879,0.5297,24.67,24.643,2320908,31933.2546,0.3178,29.4984,29.5602,1200644,46521.4651,-1.4577,3.38,3.4081,35228523,40199.3467,0.3997,15.07,15.0955,3458806,17453.189,0.224,8.95,8.9522,2255264,14236.8609,-0.0865,11.55,11.5797,476426,6590.2997
6/10/17,1.0423,5710.675,1.9931,26.61,26.5395,5431541,134447.233,1.1782,134.82,134.7009,528631,60969.7755,1.8532,69.25,69.2219,1967793,113894.8617,1.3011,76.3,76.1093,2659635,133733.1615,0.7702,24.86,24.7709,2339133,32436.0898,-0.1462,29.4553,29.4748,1405315,46453.4347,1.7751,3.44,3.4127,27883696,40912.9446,0.929,15.21,15.1937,1398989,17615.3288,1.3408,9.07,9.0438,5176887,14427.8547,-0.1732,11.53,11.5612,885628,6578.8879
9/10/17,0.5005,5739.258,-0.1879,26.56,26.7107,6811478,134625.519,1.2016,136.44,136.395,682711,61702.3896,-0.0722,69.2,69.7812,1717846,112569.212,0.5374,76.71,76.7251,2033172,134451.7801,-0.0402,24.85,24.8521,2076486,32423.0423,0.3417,29.5559,29.5418,1013430,46612.1723,1.1628,3.48,3.4861,27465189,41388.6765,0.526,15.29,15.2946,1624088,17707.9801,-1.1025,8.97,8.9878,4139645,14268.7824,-0.3469,11.49,11.5028,517967,6556.0643
10/10/17,-0.02,5738.11,-0.2259,26.5,26.4286,7137055,135132.9291,-0.2492,136.1,136.076,399153,61548.6311,-0.0578,69.16,68.9644,1641651,112299.7472,-0.4693,76.35,76.3233,1578815,133820.7979,-0.5634,24.71,24.737,1640138,32240.3773,0.1946,29.6134,29.6324,1047661,46702.8796,-0.2874,3.47,3.4783,24622285,41269.7436,0.327,15.34,15.3577,2216515,17765.8872,-0.1115,8.96,8.967,5736745,14252.8752,1.5666,11.67,11.6342,963074,6658.7703
11/10/17,0.5931,5772.145,0.4906,26.63,26.5783,10058116,134561.3828,0.4409,136.7,136.6151,611100,61819.9696,-0.5639,68.77,69.0925,1842921,111320.0182,0,76.35,76.3928,2088704,133820.7979,0.688,24.88,24.8365,3359642,32462.1848,0.6312,29.8003,29.7332,1990022,46997.678,0.2882,3.48,3.4831,23694171,41388.6765,1.043,15.5,15.4841,2654740,17951.1898,2.567,9.19,9.1655,5239454,14618.7414,2.2279,11.93,11.8547,449118,6807.1234
12/10/17,0.3876,5794.466,-1.5772,26.21,26.1968,7290485,133378.865,0.9437,137.99,137.9061,689720,62403.3475,-1.396,67.81,67.8338,1966630,110911.9735,0.0786,76.41,76.181,1863391,133925.9616,0.1608,24.92,24.7849,3653147,32514.3748,1.3269,30.1958,30.0658,1996035,47621.2902,0.2874,3.49,3.4853,18363432,41507.6095,0.3871,15.56,15.5332,1615897,18020.6783,0.2176,9.21,9.2226,9022951,14651.0062,-3.2691,11.54,11.6081,672064,6584.5938
13/10/17,0.3398,5814.154,0.5723,26.36,26.3614,4998883,134444.2404,-0.2391,137.66,137.9261,531855,62254.1113,0.5899,68.21,68.1771,1518983,113173.4174,0.3272,76.66,76.5781,1728054,134364.1437,0.5217,25.05,25.0445,3300222,32683.9923,0.7381,30.4186,30.3828,1813269,47972.7806,0.8596,3.52,3.5131,19305128,41864.4084,0.4499,15.63,15.6144,2551010,18101.7481,0.3257,9.24,9.2503,3972340,14698.7293,1.1265,11.67,11.6077,384661,6658.796
16/10/17,0.5615,5846.763,2.2382,26.95,26.9221,6726098,137155.9694,0.3196,138.1,138.162,500716,62453.093,3.4306,70.55,70.2515,2733588,115015.7356,0.7044,77.2,77.1793,2349172,135310.6169,0.8782,25.27,25.2622,2429307,32971.0374,0.2836,30.5049,30.5204,1469085,48108.8415,0.8523,3.55,3.5612,28619181,42221.2074,0.4479,15.7,15.7013,2045154,18182.818,-0.4329,9.2,9.2142,8967042,14635.0985,0.8569,11.77,11.7357,297597,6715.8853
17/10/17,0.7329,5889.612,1.3358,27.31,27.2833,7039484,137968.4192,0.6155,138.95,138.8796,564897,62837.4893,1.2899,71.46,71.4551,2123339,114777.7524,1.3601,78.25,78.0716,3051278,137150.9815,0.7915,25.47,25.4538,2235243,33231.9874,0.4007,30.6271,30.5745,1792089,48301.5943,0,3.55,3.5632,35944417,42221.2074,1.0191,15.86,15.882,2605792,18368.1206,0.6522,9.26,9.2583,4700977,14730.5447,-0.5098,11.71,11.7334,388332,6681.6497
18/10/17,0.0147,5890.477,-0.5126,27.17,27.1426,6154895,136637.9973,1.7992,141.45,141.0775,934722,63968.0666,-0.7557,70.92,71.0181,2115595,112027.8971,0.1534,78.37,78.3187,2040078,137361.3089,0.1963,25.52,25.5173,1664448,33297.2249,0.3521,30.735,30.7632,1556659,48471.6703,-1.6901,3.49,3.5042,32761245,41507.6095,0.0631,15.87,15.9176,1905157,18379.7021,0.7559,9.33,9.43,8303434,14841.8988,1.0248,11.83,11.8402,496684,6750.1209
19/10/17,0.096,5896.129,-2.2451,26.56,26.5644,11593422,134599.5669,-0.3535,140.95,141.1821,885928,63741.9511,-2.5381,69.12,69.1333,3038162,110770.6059,0.4721,78.74,78.8052,2991650,138009.8183,0.3527,25.61,25.6044,2847624,33414.6524,0.3743,30.85,30.8659,2449514,48653.0848,0.5731,3.51,3.4878,33255434,41745.4755,0.063,15.88,15.9181,3083300,18391.2835,0.6431,9.39,9.3563,6062915,14937.3451,-1.268,11.68,11.6977,453082,6664.5319
20/10/17,0.1842,5906.988,0.4518,26.68,26.6009,6535832,134962.7508,-0.7308,139.92,139.7884,779190,63276.1533,-0.0868,69.06,68.8751,1855165,111446.2478,0.2921,78.97,78.9233,1830548,138412.9458,0.0781,25.63,25.6224,1669061,33440.7474,0.4428,30.9866,31.0065,1771350,48868.5144,0.2849,3.52,3.5054,22286447,41864.4084,-0.9446,15.73,15.7486,2380466,18217.5623,-0.426,9.35,9.3548,4874382,14873.7142,1.3699,11.84,11.7876,568290,6755.8268
23/10/17,-0.2205,5893.962,-0.7121,26.49,26.5372,5513587,134364.784,-0.1286,139.74,139.9842,403690,63194.7517,0.2896,69.26,69.2109,1338900,111423.9719,-0.3546,78.69,78.8633,1604897,137922.1819,-0.6633,25.46,25.457,1670949,33218.9399,-0.7425,30.7565,30.7306,1629802,48505.6856,0.8523,3.55,3.5585,21198283,42221.2074,0.5722,15.82,15.8487,3040840,18321.795,-0.4278,9.31,9.3141,2804658,14810.0833,0.5068,11.9,11.9346,275964,6790.0624
24/10/17,0.0619,5897.613,0.2265,26.55,26.5481,4907957,134941.0629,0.1217,139.91,139.8091,475895,63272.7327,0.1877,69.39,69.0486,1246236,111421.6102,-0.0381,78.66,78.5742,1627596,137869.6001,-0.7855,25.26,25.245,3048031,32957.9899,-0.1169,30.7206,30.7592,1479204,48448.9935,0.2817,3.56,3.5499,24130587,42340.1404,0.1264,15.84,15.8724,3179935,18344.9578,-0.4296,9.27,9.2947,3091855,14746.6244,-0.4202,11.85,11.87,377386,6761.5632
25/10/17,0.1354,5905.597,1.0169,26.82,26.8475,9483852,135275.4296,-0.3431,139.43,139.8551,600643,63055.6581,0.3603,69.64,69.7743,1509467,110885.5942,-0.0381,78.63,78.611,1788933,137817.0182,-0.4355,25.15,25.0424,3202224,32814.4674,-2.9019,29.8291,29.9406,4071031,47043.0316,-1.1236,3.52,3.5232,22374605,41864.4084,0.4419,15.91,15.8913,1446419,18426.0277,0,9.27,9.2615,6356510,14746.6244,-0.3376,11.81,11.8252,322547,6738.7581
